BatchId,ClientId,SampleId,ClientSampleId,Capture time (MT),Lat,Long,SiteName,PublishStatus
JVB1732,oima-semmap@waterboards.ca.gov,ZD04EMIN,,6/14/2022 11:00:14 AM,41.4782,-123.5575,105bngabs,Public
JVB1732,oima-semmap@waterboards.ca.gov,XFP51FGA,,5/10/2022 12:00:05 PM,34.7478,-120.0547,314we0677,Public
JVB1732,oima-semmap@waterboards.ca.gov,WXC7M8O4,,6/13/2022 11:00:54 AM,39.2596,-120.6154,514ps0090,Public
JVB1732,oima-semmap@waterboards.ca.gov,WNRXYA2T,,6/13/2022 11:00:10 AM,39.2596,-120.6154,514ps0090,Public
JVB1732,oima-semmap@waterboards.ca.gov,UWRVB1AT,,6/15/2022 2:00:43 AM,41.6203,-122.0696,105ps0540,Public
JVB1732,oima-semmap@waterboards.ca.gov,RG43NC1C,,6/15/2022 2:00:39 AM,41.6203,-122.0696,105ps0540,Public
JVB1732,oima-semmap@waterboards.ca.gov,Q44F55E5,,5/11/2022 2:00:17 AM,34.7709,-119.9366,312mzcdbc,Public
JVB1732,oima-semmap@waterboards.ca.gov,PS8NIOB4,,6/8/2022 11:00:26 AM,40.4895,-123.02882,106wer016,Public
JVB1732,oima-semmap@waterboards.ca.gov,MO0WBW3S,,5/11/2022 2:00:56 AM,34.7709,-119.9366,312mzcdbc,Public
JVB1732,oima-semmap@waterboards.ca.gov,KDGW6DC5,,6/15/2022 11:00:16 AM,38.4426,-122.5314,206son300,Public
JVB1732,oima-semmap@waterboards.ca.gov,G93615GN,,6/15/2022 11:00:17 AM,38.4426,-122.5314,206son300,Public
JVB1732,oima-semmap@waterboards.ca.gov,DS09Q29R,,6/14/2022 11:00:27 AM,41.4782,-123.5575,105bndabs,Public
JVB1732,oima-semmap@waterboards.ca.gov,B013PCPX,,5/10/2022 12:00:27 PM,34.7478,-120.0547,314we0677,Public
JVB1732,oima-semmap@waterboards.ca.gov,9IB9YMLB,,6/8/2022 11:00:13 AM,40.4895,-123.02882,106wer016,Public
JVB1732,oima-semmap@waterboards.ca.gov,4F38BWNS,,6/7/2022 11:00:11 AM,40.8779,-123.1249,106yjcent,Public
JVB1732,oima-semmap@waterboards.ca.gov,0BNBNGBE,,6/7/2022 11:00:15 AM,40.8779,-123.1249,106yjcent,Public
