BatchId,ClientId,SampleId,ClientSampleId,Capture time (MT),Lat,Long,SiteName,PublishStatus
JVB1761,oima-semmap@waterboards.ca.gov,YR08NVAS,,5/25/2022 12:00:43 PM,41.54544,-124.07081,LES,Public
JVB1761,oima-semmap@waterboards.ca.gov,VUQP5KGH,,5/25/2022 1:30:50 PM,41.49,122.36,Shasta river ,Private
JVB1761,oima-semmap@waterboards.ca.gov,VKLBUMGJ,,5/25/2022 2:18:41 AM,41.56,122.27,Iron Gate ,Private
JVB1761,oima-semmap@waterboards.ca.gov,TWCCSCP8,,5/25/2022 10:41:13 AM,41.22752,-123.77229,Klamath Above Tully Creek,Public
JVB1761,oima-semmap@waterboards.ca.gov,RXSFXYP1,,5/25/2022 11:14:14 AM,41.51,123.13,Seiad Valley,Private
JVB1761,oima-semmap@waterboards.ca.gov,PK5T5EF0,,5/25/2022 3:20:11 AM,41.5149497,-124.029246,KWF,Public
JVB1761,oima-semmap@waterboards.ca.gov,PF0N7XEJ,,5/7/2022 11:05:40 AM,33.181356,-117.321563,BVC015,Public
JVB1761,oima-semmap@waterboards.ca.gov,O623C1TP,,5/25/2022 9:18:33 AM,41.23,-123.29,Salmon River,Private
JVB1761,oima-semmap@waterboards.ca.gov,N74KQ00A,,5/25/2022 4:04:47 AM,41.5481017,-124.0709543,KES,Public
JVB1761,oima-semmap@waterboards.ca.gov,IDW8SLFV,,6/24/2022 12:18:27 PM,40.46,123.53,MRMC,Public
JVB1761,oima-semmap@waterboards.ca.gov,GNH85U2F,,5/25/2022 12:05:58 PM,41.18478,-123.70657,Trinity River at Weitchpec,Public
JVB1761,oima-semmap@waterboards.ca.gov,DHQCOZCS,,5/25/2022 4:26:45 AM,41.4192051,-124.0058752,KEW,Public
JVB1761,oima-semmap@waterboards.ca.gov,D43COC5T,,5/25/2022 12:08:38 PM,41.46,123.2,Scott River,Private
JVB1761,oima-semmap@waterboards.ca.gov,BNQ6RC7Z,,5/7/2022 12:05:04 PM,33.1489802905862,-117.29756665766804,AHL010 duplicate,Public
JVB1761,oima-semmap@waterboards.ca.gov,7XNFH3QO,,5/7/2022 10:30:32 AM,33.089170460620046,-117.24529336217533,BTQ020,Public
JVB1761,oima-semmap@waterboards.ca.gov,7UY1IYRX,,5/7/2022 9:45:09 AM,33.181147,-117.288494,BVC035,Public
JVB1761,oima-semmap@waterboards.ca.gov,6WCHXZH5,,5/25/2022 8:35:54 AM,41.18,123.32,Orleans ,Private
JVB1761,oima-semmap@waterboards.ca.gov,231VT6DT,,5/25/2022 2:16:41 AM,41.4192051,-124.0058752,BLU,Public
