BatchId,ClientId,SampleId,ClientSampleId,Capture time (MT),Lat,Long,SiteName,PublishStatus
JVB1649,oima-semmap@waterboards.ca.gov,UIS3IAX1,,3/25/2022 11:15:43 AM,33.05022,-116.65855,907TEMREF,Public
JVB1649,oima-semmap@waterboards.ca.gov,P1AB4G35,,4/6/2022 10:13:11 AM,32.759778,-116.450692,911TJKC1x,Public
JVB1649,oima-semmap@waterboards.ca.gov,LARZ8GFJ,,4/12/2022 12:52:36 PM,32.8368761,-116.7641931,Peutz,Private
JVB1649,oima-semmap@waterboards.ca.gov,I8CMYTB0,,4/6/2022 10:13:25 AM,33.759778,-116.450692,911TJKC1x,Public
JVB1649,oima-semmap@waterboards.ca.gov,GN20JGH6,,4/14/2022 10:55:57 AM,33.64078,-117.55284,901BELOLV,Public
JVB1649,oima-semmap@waterboards.ca.gov,EPIKSAVP,,4/19/2022 10:09:14 AM,32.8887,-116.52934,911PS0794,Public
JVB1649,oima-semmap@waterboards.ca.gov,DZUYH9DF,,4/12/2022 12:50:44 PM,32.8368761,-116.7641931,Peutz,Private
JVB1649,oima-semmap@waterboards.ca.gov,CIVZ286P,,4/13/2022 9:53:38 AM,32.864109,-116.518418,911NCPCRx,Public
JVB1649,oima-semmap@waterboards.ca.gov,BFVHQFWS,,4/13/2022 9:53:10 AM,32.864109,-116.518418,911NCPCRx,Public
JVB1649,oima-semmap@waterboards.ca.gov,4C1OQSAU,,4/6/2022 12:45:10 PM,39.112542,-121.244454,Fairy Falls,Public
JVB1649,oima-semmap@waterboards.ca.gov,01I18LRF,,4/14/2022 10:55:35 AM,33.64078,-117.55284,901BELOLV,Public
