BatchId,ClientId,SampleId,ClientSampleId,Capture time (MT),Lat,Long,SiteName,PublishStatus
JVB1733,oima-semmap@waterboards.ca.gov,X8X8JO0K,,6/3/2022 10:08:09 AM,33.42448,-117.24898,902SCSCRx,Public
JVB1733,oima-semmap@waterboards.ca.gov,SAJDFUP1,,5/7/2022 11:11:34 AM,33.181346,-117.321563,BVC015,Public
JVB1733,oima-semmap@waterboards.ca.gov,JSQRUEGT,,5/7/2022 10:50:24 AM,33.089309097298504,-117.24505229864012,BTQ020,Public
JVB1733,oima-semmap@waterboards.ca.gov,IJ4HXOYF,,6/14/2022 10:56:28 AM,37.120306,119.8771,539MAD002,Public
JVB1733,oima-semmap@waterboards.ca.gov,E8HHBQAB,,6/15/2022 11:05:15 AM,37.22477,-119.22477,539MAD400,Public
JVB1733,oima-semmap@waterboards.ca.gov,7AATQAEE,,5/10/2022 1:48:57 PM,32.773296,-117.14018,River Center,Public
JVB1733,oima-semmap@waterboards.ca.gov,6F6XODB1,,5/3/2022 10:50:17 AM,32.963408,-116.664368,Boulder,Public
JVB1733,oima-semmap@waterboards.ca.gov,6B4115R3,,5/10/2022 1:55:20 PM,32.773296,-117.14018,River Center,Private
JVB1733,oima-semmap@waterboards.ca.gov,5T2HPQJY,,6/3/2022 10:08:09 AM,33.42448,-117.24898,902SCSCRx,Public
JVB1733,oima-semmap@waterboards.ca.gov,3IUZ1UX7,,5/3/2022 10:55:46 AM,32.963408,-116.664368,Boulder,Public
JVB1733,oima-semmap@waterboards.ca.gov,0EG4YJ2M,,5/7/2022 11:26:50 AM,33.14898689207369,-117.29743243860813,AHL010,Public
